Neighborhood,Id,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - In family households:,Margin of Error; Income in the past 12 months below poverty level: - In family households:,Estimate; Income in the past 12 months below poverty level: - In family households: - In married couple families:,Margin of Error; Income in the past 12 months below poverty level: - In family households: - In married couple families:,Estimate; Income in the past 12 months below poverty level: - In family households: - In married couple families: - All relatives,Margin of Error; Income in the past 12 months below poverty level: - In family households: - In married couple families: - All relatives,Estimate; Income in the past 12 months below poverty level: - In family households: - In married couple families: - Non-relatives,Margin of Error; Income in the past 12 months below poverty level: - In family households: - In married couple families: - Non-relatives,Estimate; Income in the past 12 months below poverty level: - In family households: - In other families:,Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families:,"Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present:","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present: - All relatives","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present: - All relatives","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present: - Non-relatives","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present: - Non-relatives","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present:","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present: - All relatives","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present: - All relatives","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present: - Non-relatives","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present: - Non-relatives",Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement:,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement:,Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder:,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder:,Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder: - Living alone,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder: - Living alone,Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder: - Not living alone,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder: - Not living alone,Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Other living arrangement,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Other living arrangement,Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - In family households:,Margin of Error; Income in the past 12 months at or above poverty level: - In family households:,Estimate; Income in the past 12 months at or above poverty level: - In family households: - In married couple families:,Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In married couple families:,Estimate; Income in the past 12 months at or above poverty level: - In family households: - In married couple families: - All relatives,Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In married couple families: - All relatives,Estimate; Income in the past 12 months at or above poverty level: - In family households: - In married couple families: - Non-relatives,Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In married couple families: - Non-relatives,Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families:,Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families:,"Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present:","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present: - All relatives","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present: - All relatives","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present: - Non-relatives","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present: - Non-relatives","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present:","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present: - All relatives","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present: - All relatives","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present: - Non-relatives","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present: - Non-relatives",Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement:,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement:,Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder:,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder:,Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder: - Living alone,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder: - Living alone,Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder: - Not living alone,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder: - Not living alone,Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Other living arrangement,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Other living arrangement
East Hills,28,2942,415.4828516,1484,368.2458418,1092,360.3248534,11,22.89104628,0,17.32050808,11,22.89104628,1081,359.5399839,0,17.32050808,0,17.32050808,0,17.32050808,1081,359.5399839,1066,357.7932364,15,25.3968502,392,157.2704677,354,134.0522286,314,127.0314922,40,51.93264869,38,49.11211663,1458,352.732193,1204,353.5618758,533,207.9711518,533,207.9711518,0,17.32050808,671,296.4557303,114,95.04209594,96,80.83316151,18,24.49489743,557,274.7016563,490,243.8524144,67,59.09314681,254,90.90654542,234,83.47454702,217,80.45495634,17,20.97617696,20,24.18677324
East Liberty,29,5353,538.0566885,1368,358.5331226,625,278.1007012,132,131.9848476,132,131.9848476,0,28.28427125,493,254.3580154,150,176.9858751,150,176.9858751,0,28.28427125,343,181.7938393,343,181.7938393,0,28.28427125,743,212.8074247,523,137.6553668,396,107.3964618,127,88.08518604,220,123.2152588,3985,466.594042,2478,478.2771163,1228,372.5157715,1219,372.2915524,9,29.47880595,1250,335.8600899,189,126.5938387,159,114.4595999,30,42.26109322,1061,317.0110408,1045,309.3089071,16,37.80211634,1507,227.1541327,1281,188.56829,1099,179.1507745,182,77.0584194,226,93.37558567
Elliott,30,2452,358.6990382,668,222.4994382,509,216.1573501,74,80.25584091,74,80.25584091,0,17.32050808,435,223.1501737,34,41.48493703,34,41.48493703,0,17.32050808,401,217.8990592,379,217.818732,22,25.3968502,159,80.118662,140,74.73285757,131,73.08214556,9,19.89974874,19,23.49468025,1784,363.7375427,1494,368.2621349,1054,331.9427662,1042,328.8434278,12,23.68543856,440,211.1445003,80,59.49789912,74,52.84884105,6,17.91647287,360,206.4097866,332,201.4025819,28,41.82104733,290,94.83142939,264,88.46468222,230,91.22499657,34,27.09243437,26,22.91287847
Esplen,31,273,110,62,45,10,18,0,10,0,10,0,10,10,18,0,10,0,10,0,10,10,18,0,10,10,18,52,40,21,17,14,13,7,11,31,36,211,88,132,80,101,63,101,63,0,10,31,53,0,10,0,10,0,10,31,53,31,53,0,10,79,44,74,46,55,44,19,21,5,8
Fairywood,32,1208,261,285,155,139,127,76,92,76,92,0,10,63,96,0,10,0,10,0,10,63,96,42,64,21,32,146,74,17,21,3,7,14,21,129,73,923,216,457,199,279,167,279,167,0,10,178,115,91,84,91,84,0,10,87,79,84,79,3,5,466,160,246,73,70,42,176,70,220,98
Fineview,33,1313,271.3116289,381,143.0559331,264,139.0539464,60,90.55385138,60,90.55385138,0,14.14213562,204,106.4706532,0,14.14213562,0,14.14213562,0,14.14213562,204,106.4706532,204,106.4706532,0,14.14213562,117,59.53990259,114,59.53990259,109,58.66856058,5,12.80624847,3,11.66190379,932,270.174018,758,275.1381471,516,260.6856344,516,260.6856344,0,14.14213562,242,113.6001761,59,69.72087205,59,69.72087205,0,14.14213562,183,89.62700486,183,89.62700486,0,14.14213562,174,82.29216245,140,56.40035461,115,48.10405388,25,30.59411708,34,38.07886553
Friendship,34,1751,260.4150533,339,142.8985654,128,101.0198,89,84.52810184,89,84.52810184,0,14.14213562,39,57.87054518,0,14.14213562,0,14.14213562,0,14.14213562,39,57.87054518,39,57.87054518,0,14.14213562,211,102.7861858,159,93.68030743,138,89.26925563,21,23.34523506,52,38.60051813,1412,260.3171143,724,267.0299609,518,251.0796686,518,251.0796686,0,14.14213562,206,150.0833102,0,14.14213562,0,14.14213562,0,14.14213562,206,150.0833102,158,137.9057649,48,72.69112738,688,158.113883,586,135.5064574,533,131.0457935,53,35.51056181,102,62.76941931
Garfield,35,3715,449.8777612,1417,304.7851702,1169,286.5187603,222,172.6035921,222,172.6035921,0,22.36067978,947,228.9191997,62,64.73020933,62,64.73020933,0,22.36067978,885,233.2445069,885,233.2445069,0,22.36067978,248,90.48204242,177,57.78408085,152,53.37602458,25,25.03996805,71,60.44832504,2298,414.6154845,1825,417.2553175,832,309.4495112,832,309.4495112,0,22.36067978,993,309.8144606,352,262.5890325,295,214.7300631,57,56.82429058,641,183.9021479,616,181.6177304,25,29.12043956,473,107.1914176,403,85.76712657,338,78.42831121,65,45.14421336,70,52.0096145
Glen Hazel,36,487,200,213,130,157,126,32,49,32,49,0,10,125,115,0,10,0,10,0,10,125,115,125,115,0,10,56,34,37,27,37,27,0,10,19,20,274,163,161,148,0,10,0,10,0,10,161,148,0,10,0,10,0,10,161,148,161,148,0,10,113,67,95,55,81,51,14,21,18,24
Greenfield,37,7465,697.6489088,682,296.7035558,432,279.1128804,119,107.3312629,119,107.3312629,0,30,313,256.9065978,119,167.4066904,119,167.4066904,0,30,194,197.1699774,183,196.0331605,11,33,250,103.8075142,163,84.69946871,119,68.51277253,44,57.48912941,87,60.32412453,6783,660.8706379,5202,679.9205836,4278,636.9379876,4250,633.090041,28,50.6359556,924,339.0383459,302,241.9276751,239,190.9816745,63,74.57211275,622,240.2144875,593,228.8099648,29,40.31128874,1581,298.4610527,1245,211.8041548,968,196.5375282,277,114.4639681,336,163.6826197
Hays,38,360,97,106,72,95,71,43,36,43,36,0,10,52,63,0,10,0,10,0,10,52,63,42,48,10,16,11,10,11,10,11,10,0,10,0,10,254,85,197,88,50,54,50,54,0,10,147,81,37,31,35,30,2,5,110,74,89,57,21,28,57,33,57,33,57,33,0,10,0,10
Hazelwood,39,4300,651.7085238,1303,385.7045501,884,356.6931454,120,111.4854251,105,110.571244,15,34.2928564,764,338.431677,143,127.5970219,143,127.5970219,0,26.45751311,621,312.0384592,588,287.9374932,33,44.37341546,419,161.0093165,360,128.9651116,287,114.7214017,73,67.84541252,59,60.38211656,2997,564.5219216,2395,554.426731,1678,508.3374863,1678,508.3374863,0,26.45751311,717,271.3632252,198,125.7855318,198,125.7855318,0,26.45751311,519,257.206143,513,255.4505823,6,26.85144316,602,150.5224236,503,114.3415935,428,99.74467404,75,60.20797289,99,64.71475875
Highland Park,40,6900,892.6936765,889,338.2366036,557,322.82503,240,177.4429486,233,176.9773997,7,29.93325909,317,268.7898808,13,32,13,32,0,28.28427125,304,268.3728749,304,268.3728749,0,28.28427125,332,120.8428732,252,104.0720904,203,97.06698718,49,48.13522619,80,61.42475071,6011,941.2890098,4526,980.2846525,3156,726,3156,726,0,28.28427125,1370,711.2432776,513,495.1615898,491,491.0865504,22,36.01388621,857,505.3127744,808,489.3975889,49,63.76519427,1485,256.8384706,1222,212.3652514,989,200.3896205,233,94.69424481,263,107.9722186
Homewood North,41,3221,430.3637996,1266,344.4894773,1107,345.4374039,77,81.17881497,72,76.24303247,5,21.54065923,1030,335.6530947,130,151.9341963,130,151.9341963,0,22.36067978,900,321.793412,895,321.5027216,5,21.54065923,159,74.89993324,152,73.43704787,147,73.13685801,5,21.54065923,7,22.36067978,1955,339.0471944,1651,339.0545679,871,298.3923592,871,298.3923592,0,22.36067978,780,240.8588798,62,56.92978131,54,51.73973328,8,23.32380758,718,237.3436327,697,235.654408,21,30.16620626,304,89.92218859,279,76.45259969,257,74.44461028,22,35.22782991,25,36.60601044
Homewood South,42,2354,324.2313989,956,235.5737676,580,218.4330561,37,43.68065934,21,39.03844259,16,31.36877428,543,217.7682254,0,24.49489743,0,24.49489743,0,24.49489743,543,217.7682254,512,215.9536987,31,39.79949748,376,89.6548939,330,84.91171886,311,84.32081594,19,26.38181192,46,38.79432948,1398,260.6702898,1092,253.9566892,398,145.9554727,391,145.5060136,7,24.49489743,694,238.951878,76,60.39039659,71,57.3585216,5,23.43074903,618,234.5399753,618,234.5399753,0,24.49489743,306,81.74350127,293,81.37567204,268,74.92663078,25,39.86226286,13,23.93741841
Homewood West,43,812,187.1069213,164,81.60882305,78,73.00684899,0,14.14213562,0,14.14213562,0,14.14213562,78,73.00684899,0,14.14213562,0,14.14213562,0,14.14213562,78,73.00684899,78,73.00684899,0,14.14213562,86,42.04759208,74,40.2492236,74,40.2492236,0,14.14213562,12,14.86606875,648,191.0628169,453,192.7822606,179,102.4890238,179,102.4890238,0,14.14213562,274,162.7544162,11,19.72308292,11,19.72308292,0,14.14213562,263,161.7436243,263,161.7436243,0,14.14213562,195,72.42237223,185,69.89277502,177,69.33974329,8,14.86606875,10,10.81665383
Knoxville,44,4162,739.1860388,1526,516.5801003,1368,520.2124566,169,163.2789025,169,163.2789025,0,24.49489743,1199,503.2881878,0,24.49489743,0,24.49489743,0,24.49489743,1199,503.2881878,1141,492.0691008,58,59.79130372,158,101.4987685,141,102.4841451,141,102.4841451,0,24.49489743,17,30.78960864,2636,635.0503917,2258,625.3111226,1362,511.0195691,1362,511.0195691,0,24.49489743,896,397.8190543,81,77.29165544,81,77.29165544,0,24.49489743,815,391.8622207,642,330.5253394,173,115.1520734,378,125.6582667,356,116.3185282,321,112.0669443,35,38.98717738,22,36.78314832
Larimer,45,1504,299.7148645,595,156.7450159,441,144.6720429,25,39.94996871,25,39.94996871,0,20,416,140.4777562,0,20,0,20,0,20,416,140.4777562,414,140.4777562,2,17.57839583,154,65.31462317,122,52.51666402,122,52.51666402,0,20,32,39.94996871,909,289.5012953,677,289.1141643,151,81.28345465,151,81.28345465,0,20,526,279.1522882,10,22.27105745,10,22.27105745,0,20,516,278.9462314,506,276.4706133,10,23.57965225,232,78.51114571,212,72.24956747,202,71.30217388,10,18.68154169,20,33.01514804
Lincoln Place,46,3465,504.1953986,293,183.1556715,239,180.3967849,89,85.74380444,77,84.42748368,12,26.90724809,150,157.1814238,46,55.14526272,46,55.14526272,0,22.36067978,104,148.8791456,94,148.3543056,10,25.61249695,54,37.58989226,32,32.01562119,26,31.2409987,6,22.36067978,22,24.75883681,3172,487.9282734,2702,494.0465565,2165,429.0454521,2143,426.0281681,22,31.2409987,537,280.2231254,206,213.553272,206,213.553272,0,22.36067978,331,196.035711,311,175,20,40.31128874,470,102.9708697,440,90.03888049,394,83.01204732,46,36.44173432,30,33.46640106
Lincoln-Lemington-Belmar,47,4236,532.8414398,1127,336.2008328,708,278.3576836,67,74.09453421,67,74.09453421,0,24.49489743,641,270.2813349,53,71.53320907,53,71.53320907,0,24.49489743,588,265.4938794,579,264.3671689,9,27.49545417,419,195.3816777,291,93.8562731,276,89.40357935,15,39.03844259,128,167.002994,3109,519.0992198,2419,513.1091502,855,255.7713823,855,255.7713823,0,24.49489743,1564,466.77832,398,196.9035297,378,194.7049049,20,39.86226286,1166,433.1962604,1141,429.8627688,25,35.28455753,690,129.2013932,582,98.12746812,515,88.13625815,67,46.15192304,108,56.02677931
